FBgn0000008	Q9W283
FBgn0085196	Q6IHC3
FBgn0085197	Q9VJM1
FBgn0085198	A2VEH9
FBgn0085199	A8DZ13
FBgn0085200	A8DZ15
FBgn0085201	Q6IHY5
FBgn0085202	A8DZ22
FBgn0085203	Q6IHY4
FBgn0085204	A1A6N9
FBgn0085205	A8DYU5
FBgn0085206	A8DYV0
FBgn0085207	A8DYV1
FBgn0085208	X2J753
FBgn0085209	A8DYV9
FBgn0085210	A8DYY2
FBgn0085211	A8DYY3
FBgn0085212	A8DYY5
FBgn0085213	A8DYD4
FBgn0085214	A8DYD8
FBgn0085217	Q6IGD9
FBgn0085218	A8DYG6
FBgn0085219	A8DYH0
FBgn0085220	A8DYH2
FBgn0085222	A8DYH5
FBgn0085223	A8DYH6
FBgn0085224	A1ZAY5
FBgn0085225	Q6IG77
FBgn0085227	Q6IG37
FBgn0085228	Q6IM52
FBgn0085229	Q6IGW6
FBgn0085230	A8DYJ9
FBgn0085231	A8DYK0
FBgn0085232	A8DYK8
FBgn0085233	Q6IH01
FBgn0085234	Q9W287
FBgn0085235	A8DYL4
FBgn0085236	A8DYL6
FBgn0085237	A8DYL9
FBgn0085239	Q6IGY0
FBgn0085240	A8DY46
FBgn0085241	A8DY47
FBgn0085242	A2VEK1
FBgn0085243	Q6IGX8
FBgn0085244	A8DY49
FBgn0085245	A8DY55
FBgn0085246	Q6IGU9
FBgn0085248	A8DY73
FBgn0085249	A8DY89
FBgn0085250	A2VEI5
FBgn0085252	A8DYA0
FBgn0085253	Q6IGP6
FBgn0085254	Q6IGP5
FBgn0085256	A1Z8H0
FBgn0085257	Q6IGN6
FBgn0085259	A8DYA9
FBgn0085260	A8DYB1
FBgn0085261	A8DYB4
FBgn0085263	A0A1B2AKX6
FBgn0085264	A8DYC7
FBgn0085265	A2VEM8
FBgn0085267	A8JNQ7
FBgn0085271	A1A6X2
FBgn0085273	A1A6Q4
FBgn0085274	C9QP99
FBgn0085276	Q6IL43
FBgn0085277	Q7KUP0
FBgn0085279	X2JB67
FBgn0085280	A1A716
FBgn0085282	A8JNV2
FBgn0085284	A8JNV4
FBgn0085285	C5WLR9
FBgn0085287	A8JNW0
FBgn0085288	Q6ILZ2
FBgn0085289	M9PFS9
FBgn0085290	A8JNW5
FBgn0085292	A8JNG8
FBgn0085294	Q6ILW3
FBgn0085295	A8JNL0
FBgn0085296	A1A6X5
FBgn0085297	A8JNH4
FBgn0085298	A8JNH5
FBgn0085300	A8JNL8
FBgn0085302	Q6IK18
FBgn0085303	A2VEQ2
FBgn0085305	Q9VF11
FBgn0085306	A8JQT7
FBgn0085307	Q6IJW6
FBgn0085308	A0A0C4DHH2
FBgn0085309	A8JR33
FBgn0085310	Q9VEI0
FBgn0085311	Q9VE43
FBgn0085312	A8JR38
FBgn0085313	Q6IJR5
FBgn0085315	A1A724
FBgn0085316	A2VEQ4
FBgn0085317	Q6IJF3
FBgn0085318	A0A0B4K6E5
FBgn0085319	A8JRA0
FBgn0085320	A8JRD6
FBgn0085321	Q6IJ53
FBgn0085322	A8JRE2
FBgn0085324	A8JRF1
FBgn0085325	Q6IJ01
FBgn0085326	A8JQU5
FBgn0085327	A1A709
FBgn0085328	A8JRH0
FBgn0085329	A8JRH2
FBgn0085330	Q6IKG0
FBgn0085331	A2VEV0
FBgn0085332	A8JQW9
FBgn0085334	A2VEX9
FBgn0085336	A1A711
FBgn0085337	A0A1Z1CK50
FBgn0085339	A0A0S0WGS4
FBgn0085341	A8DT49
FBgn0085342	A8DZ10
FBgn0085343	A8DYT9
FBgn0085344	A8DYC6
FBgn0085345	A1A6X9
FBgn0085346	A8JRG8
FBgn0085350	Q6IIF2
FBgn0085351	A8JUT0
FBgn0085352	A2VEV2
FBgn0085353	Q9VYC9
FBgn0085354	Q9VXC1
FBgn0085356	A8JV30
FBgn0085357	Q6II68
FBgn0085358	Q9VWM9
FBgn0085359	Q7KUV4
FBgn0085360	X2JFW7
FBgn0085361	Q7KWG5
FBgn0085362	A8JUV4
FBgn0085366	A2VEW8
FBgn0085367	A8JV15
FBgn0085369	A0AVV3
FBgn0085370	Q9VJ79
FBgn0085371	A8JNC9
FBgn0085374	A8DYR4
FBgn0085376	A8JPC8
FBgn0085377	Q9VZ05
FBgn0085380	M9PCK0
FBgn0085382	A0A0B4LI09
FBgn0085383	A8JPX0
FBgn0085384	A0A0B4K709
FBgn0085385	A0A6M3Q8Y2
FBgn0085386	A0A4D6K026
FBgn0085387	P33085
FBgn0085390	Q01583
FBgn0085391	E1JIZ9
FBgn0085395	A8DYR5
FBgn0085396	A8DYR8
FBgn0085397	A0A6M3Q7U5
FBgn0085398	Q9W2B5
FBgn0085399	A8DYL2
FBgn0085400	A0A0C4DH96
FBgn0085404	C6SUV4
FBgn0085405	Q9VD05
FBgn0085407	Q9VM39
FBgn0085408	A1Z9P3
FBgn0085409	R9PY37
FBgn0085410	Q9VML9
FBgn0085411	Q29R15
FBgn0085412	A8JR01
FBgn0085413	A8JQ65
FBgn0085414	A1Z6H9
FBgn0085415	Q1ECA0
FBgn0085417	E2QD54
FBgn0085419	A0A0B4LFV4
FBgn0085420	A8JNC7
FBgn0085421	A1Z6P8
FBgn0085422	Q9VQM8
FBgn0085423	R9PY62
FBgn0085424	P31368
FBgn0085425	Q9W2L7
FBgn0085426	A0A076NAB7
FBgn0085427	A8DYY0
FBgn0085428	A8DWJ8
FBgn0085430	Q9VWN9
FBgn0085431	A8JQY3
FBgn0085432	Q8IMA8
FBgn0085433	Q9VF73
FBgn0085434	Q9W0Y8
FBgn0085436	A0A0B4LEZ3
FBgn0085437	X2JEC6
FBgn0085438	A8JPF3
FBgn0085440	X2JJX6
FBgn0085442	A6MHQ4
FBgn0085443	Q8MQW8
FBgn0085444	A8DYH1
FBgn0085447	P91621
FBgn0085450	Q00G30
FBgn0085451	Q9VWP5
FBgn0085452	E1JGT3
FBgn0085453	Q8MLS1
FBgn0085454	A8JQT2
FBgn0085455	A8JNN8
FBgn0085456	A8JNN9
FBgn0085457	A8JNS2
FBgn0085458	A8JNS3
FBgn0085459	A8DY63
FBgn0085460	A8DY64
FBgn0085461	A8JRH4
FBgn0085462	A8JRH5
FBgn0085464	Q9W4B1
FBgn0085465	A8JRE8
FBgn0085466	A8JRF0
FBgn0085468	A8DYC4
FBgn0085470	Q9VLJ5
FBgn0085471	Q29QT4
FBgn0085472	A8DYD6
FBgn0085473	A8DYD7
FBgn0085474	Q4V6L7
FBgn0085475	A8DYM4
FBgn0085476	Q4V566
FBgn0085477	A8DYT7
FBgn0085478	Q9W345
FBgn0085479	Q8MRK8
FBgn0085480	A0A6M3QGH5
FBgn0085481	A8JNT2
FBgn0085482	A8JNG7
FBgn0085483	A8JNG6
FBgn0085484	Q7KUC2
FBgn0085485	Q9VSW3
FBgn0085486	Q4V4V0
FBgn0085487	A8DYG0
FBgn0085488	A8DYG7
FBgn0085489	A8DYG8
FBgn0085491	A8JNN4
FBgn0085506	A8QIA9
FBgn0085512	G5CKU5
FBgn0085521	A8QI13
FBgn0085569	A0A0C4DHN0
FBgn0085599	A8Y548
FBgn0085638	A0A0C4DHN2
FBgn0085692	A8QI20
FBgn0085693	A8QI32
FBgn0085736	Q7PL91
FBgn0086129	Q9XZ21
FBgn0086130	Q9VPT3
FBgn0086134	P40301
FBgn0086251	Q9VIF5
FBgn0086253	Q8T045
FBgn0086254	M9PF61
FBgn0086265	Q9VMK3
FBgn0086266	Q9VMK5
FBgn0086346	Q9VB05
FBgn0086347	Q23978
FBgn0086348	Q9VSL3
FBgn0086350	Q7K4M4
FBgn0086355	P29613
FBgn0086356	A1Z9I5
FBgn0086357	Q8STG9
FBgn0086358	Q6NQZ7
FBgn0086359	Q9VH19
FBgn0086361	Q961C5
FBgn0086362	Q9V9Y9
FBgn0086365	Q95R48
FBgn0086367	Q9W369
FBgn0086368	Q9W5D4
FBgn0086370	Q9XZL8
FBgn0086371	Q9VFW4
FBgn0086372	Q9VI75
FBgn0086378	A8Y589
FBgn0086384	Q24564
FBgn0086408	Q9W1Z6
FBgn0086442	Q9VJ14
FBgn0086443	Q9V434
FBgn0086444	Q9VIZ3
FBgn0086445	Q9VIZ2
FBgn0086446	Q9VIZ1
FBgn0086447	Q9VIZ0
FBgn0086448	Q8IR17
FBgn0086450	Q9W374
FBgn0086451	Q9VM75
FBgn0086472	P48588
FBgn0086519	Q7JZV0
FBgn0086532	Q6NR46
FBgn0086558	Q9W418
FBgn0086604	A8DYJ6
FBgn0086605	Q9VN19
FBgn0086608	F2FBC0
FBgn0086610	Q7KS21
FBgn0086611	Q9I7Q6
FBgn0086655	Q7KHG2
FBgn0086656	Q8T0Q4
FBgn0086657	Q9V3Y8
FBgn0086673	Q9VJH6
FBgn0086674	Q9VYB7
FBgn0086675	A0ACD4DAU9
FBgn0086676	Q9GQQ0
FBgn0086677	Q95NU8
FBgn0086679	Q9VHN9
FBgn0086680	P16241
FBgn0086681	Q8INX4
FBgn0086683	Q7PL83
FBgn0086686	Q9VFH4
FBgn0086687	Q7K4Y0
FBgn0086690	Q400N2
FBgn0086691	Q9V3W0
FBgn0086693	Q9W3W0
FBgn0086694	Q9VRP9
FBgn0086695	Q9VNA8
FBgn0086698	Q9VQ36
FBgn0086704	Q9VA06
FBgn0086706	Q9VSS1
FBgn0086707	Q9VJ87
FBgn0086708	A8JNS4
FBgn0086710	Q9VJ19
FBgn0086711	Q9VJQ7
FBgn0086712	Q5U117
FBgn0086757	Q7K4K7
FBgn0086758	Q9VQ30
FBgn0086768	Q27869
FBgn0086778	E1JJR2
FBgn0086779	Q0E8N2
FBgn0086782	Q24049
FBgn0086784	Q8IGJ0
FBgn0086785	Q9VU87
FBgn0086855	Q9VPM7
FBgn0086856	Q8SXU0
FBgn0086895	A1Z9L3
FBgn0086898	Q7JUF2
FBgn0086900	Q9I7C6
FBgn0086904	Q94518
FBgn0086906	Q9I7U4
FBgn0086907	P04657
FBgn0086908	Q32KD2
FBgn0086909	Q9VJ68
FBgn0086912	Q9VPM5
FBgn0086913	Q9VP48
FBgn0086915	P16909
FBgn0086916	Q9VU52
FBgn0086917	A8Y592
FBgn0087002	Q9V496
FBgn0087005	Q9VN91
FBgn0087007	Q9VUE8
FBgn0087008	Q9VWF2
FBgn0087011	Q5BIB8
FBgn0087012	Q8IPN2
FBgn0087013	Q9VN44
FBgn0087021	Q9V3V7
FBgn0087035	Q9VUQ5
FBgn0087039	Q9VSH1
FBgn0087040	P06606
FBgn0087041	B7YZW2
FBgn0243486	X2J6K6
FBgn0243511	Q9VDQ7
FBgn0243512	Q9VHV8
FBgn0243513	Q9VQL3
FBgn0243514	Q9VB78
FBgn0243516	A8DYL3
FBgn0243586	Q9VBD0
FBgn0250732	Q6NP69
FBgn0250746	Q9VNA5
FBgn0250753	Q9VNE2
FBgn0250754	B7Z0I8
FBgn0250755	Q9V9T1
FBgn0250757	Q9VBK1
FBgn0250785	Q7KT16
FBgn0250786	Q7KU24
FBgn0250788	Q00963
FBgn0250789	P13395
FBgn0250791	Q23983
FBgn0250814	Q9VV75
FBgn0250815	Q9VRS6
FBgn0250816	Q7PLK0
FBgn0250819	Q59DP4
FBgn0250820	Q9VDD7
FBgn0250821	Q8T4B6
FBgn0250822	A1A6P9
FBgn0250823	A0A0B4KHL4
FBgn0250824	E1JGQ7
FBgn0250825	A8JNR8
FBgn0250826	A2VEH6
FBgn0250827	A8DY71
FBgn0250830	Q9W5T4
FBgn0250831	Q3HKQ1
FBgn0250832	P81160
FBgn0250833	Q5U126
FBgn0250834	Q7KT82
FBgn0250835	Q9VQE1
FBgn0250836	Q9VS22
FBgn0250837	Q9V3I1
FBgn0250838	Q0E8X7
FBgn0250839	A0A0B4KF22
FBgn0250841	Q9VQA3
FBgn0250842	A0A0B4JCT2
FBgn0250843	P12881
FBgn0250844	Q9V3A9
FBgn0250845	Q9VI77
FBgn0250846	Q4V6L1
FBgn0250847	Q0E8T1
FBgn0250848	Q9V3U6
FBgn0250849	Q8T0J9
FBgn0250850	Q86BY9
FBgn0250851	A0A0B4KEY8
FBgn0250862	Q9VYG9
FBgn0250867	B7YZX7
FBgn0250868	B7YZJ3
FBgn0250869	M9PH63
FBgn0250871	Q9VYS2
FBgn0250874	Q9W4V8
FBgn0250903	Q7KA43
FBgn0250904	Q9W4B0
FBgn0250906	Q01604
FBgn0250907	Q9W5U2
FBgn0250908	Q9VBC9
FBgn0250910	Q4LBB6
FBgn0250911	B7Z0I5
FBgn0259098	A1A753
FBgn0259099	Q9VUI3
FBgn0259101	Q9VZ32
FBgn0259108	Q9W596
FBgn0259110	X2JE21
FBgn0259111	Q8IPI3
FBgn0259113	P26019
FBgn0259139	Q9VGH5
FBgn0259140	Q9VTP0
FBgn0259143	Q9VYM7
FBgn0259145	A0A4P7VAE4
FBgn0259146	Q9VBJ3
FBgn0259148	B7Z085
FBgn0259149	Q9W477
FBgn0259150	B7Z0W9
FBgn0259151	P83474
FBgn0259152	Q9VBX1
FBgn0259162	Q9VRA9
FBgn0259163	M9PEP9
FBgn0259164	Q9VRT4
FBgn0259166	Q9VY47
FBgn0259167	Q8IQ55
FBgn0259168	P49657
FBgn0259170	P53624
FBgn0259171	Q9I7S6
FBgn0259173	Q8IQ73
FBgn0259174	Q9VVI3
FBgn0259175	A2RVG6
FBgn0259176	Q24523
FBgn0259178	B7Z0Q2
FBgn0259179	Q9W1Z4
FBgn0259183	B7YZH0
FBgn0259184	A1Z9K9
FBgn0259185	B7YZQ4
FBgn0259187	B7YZQ6
FBgn0259188	B7Z0X6
FBgn0259189	B7Z0X5
FBgn0259190	B7Z0Y1
FBgn0259192	Q9VQ68
FBgn0259193	B7Z0P2
FBgn0259194	Q9VCM4
FBgn0259195	Q9VXT4
FBgn0259196	Q9VXT8
FBgn0259198	A8JUP9
FBgn0259199	B7Z0I7
FBgn0259200	Q9VZY7
FBgn0259201	B7YZX3
FBgn0259202	B7YZK1
FBgn0259203	B7Z0C9
FBgn0259204	B7Z0X7
FBgn0259209	P53777
FBgn0259210	B7YZQ3
FBgn0259211	P13002
FBgn0259212	Q9VN82
FBgn0259213	A0A9F2H0X3
FBgn0259214	Q59DP9
FBgn0259215	Q9VDH6
FBgn0259216	H9XVN1
FBgn0259219	B7YZE5
FBgn0259221	B7YZF8
FBgn0259222	A4V362
FBgn0259223	B7Z103
FBgn0259224	Q9VZP0
FBgn0259226	A0A0B4LEX9
FBgn0259227	Q0KI81
FBgn0259228	O77086
FBgn0259229	Q9VPZ4
FBgn0259230	B7YZU7
FBgn0259231	A8JUP8
FBgn0259233	Q9VC42
FBgn0259236	Q9VUS1
FBgn0259237	Q9VD85
FBgn0259238	B7YZF1
FBgn0259239	Q9VP73
FBgn0259241	Q9VZ43
FBgn0259242	A0A6H2EDG1
FBgn0259243	P16905
FBgn0259244	B7Z0K8
FBgn0259245	B7Z153
FBgn0259246	A0A0B4K7K9
FBgn0259481	Q8IQG1
FBgn0259482	Q9VL13
FBgn0259483	Q7K0E3
FBgn0259676	Q9VPH2
FBgn0259677	Q0KHN6
FBgn0259678	A1Z7Y7
FBgn0259682	B7YZK5
FBgn0259683	Q9V9N1
FBgn0259685	P10040
FBgn0259699	Q9VXJ7
FBgn0259700	M9PHV4
FBgn0259701	B9A0M4
FBgn0259702	B7Z0I1
FBgn0259703	B7Z0I0
FBgn0259704	Q9VDZ4
FBgn0259705	Q9VDZ5
FBgn0259707	Q9W136
FBgn0259708	B7YZN1
FBgn0259709	Q1RKZ2
FBgn0259710	B7YZN3
FBgn0259711	Q8T3P2
FBgn0259712	Q9VL64
FBgn0259713	R9PY51
FBgn0259714	A4IJ70
FBgn0259715	Q9VME1
FBgn0259716	Q9VME2
FBgn0259717	B7YZZ0
FBgn0259718	B7YZH8
FBgn0259720	B7Z073
FBgn0259721	B7Z0J4
FBgn0259722	B7Z107
FBgn0259725	B7YZN6
FBgn0259726	B7YZN4
FBgn0259727	B7YZN8
FBgn0259728	A1Z7R9
FBgn0259729	Q9W175
FBgn0259730	C0HJX4
FBgn0259731	C0HJX5
FBgn0259732	A3RLR0
FBgn0259733	A3RLR1
FBgn0259734	X2JAX8
FBgn0259735	B7YZW3
FBgn0259736	A0A6H2EFV6
FBgn0259737	B7YZH2
FBgn0259738	B7YZI3
FBgn0259739	B7Z064
FBgn0259740	Q6IKC0
FBgn0259741	B7Z137
FBgn0259742	Q9W135
FBgn0259745	Q9V4M2
FBgn0259748	Q6ILC6
FBgn0259749	Q9Y0Z0
FBgn0259785	Q9VP57
FBgn0259789	Q9VWC6
FBgn0259791	Q9VVR2
FBgn0259794	Q8T3Y0
FBgn0259795	Q7K2S9
FBgn0259817	B8K3A5
FBgn0259818	Q9VPK5
FBgn0259821	H1UUM0
FBgn0259823	Q9VFA8
FBgn0259824	Q9VUW9
FBgn0259831	A1A750
FBgn0259832	Q6IGM9
FBgn0259834	Q9V3F9
FBgn0259876	A1Z987
FBgn0259878	Q86NV3
FBgn0259896	M9PBB4
FBgn0259916	E1JI70
FBgn0259917	Q8INB5
FBgn0259918	A8WH76
FBgn0259922	C0P8M9
FBgn0259923	Q0KHR7
FBgn0259926	B3DMV2
FBgn0259927	M9PHI8
FBgn0259932	E1JI98
FBgn0259933	E1JIA5
FBgn0259935	Q7KU81
FBgn0259937	O44081
FBgn0259938	Q9VGZ5
FBgn0259949	B4ZJ89
FBgn0259950	C9QNZ6
FBgn0259951	B9EQU3
FBgn0259952	B4ZJ91
FBgn0259953	E1JHS1
FBgn0259954	E1JHS4
FBgn0259955	E1JHS5
FBgn0259956	E1JHS6
FBgn0259957	E1JHS7
FBgn0259958	B4ZJ93
FBgn0259959	C0PV13
FBgn0259960	E1JHF6
FBgn0259961	E1JHF7
FBgn0259962	E1JHF8
FBgn0259963	C9QPH0
FBgn0259964	E1JHG2
FBgn0259965	D1Z365
FBgn0259966	B4ZJ99
FBgn0259967	Q6IGA5
FBgn0259968	E1JGX1
FBgn0259969	B4ZJA2
FBgn0259970	B4ZJA3
FBgn0259971	E1JHZ6
FBgn0259972	B4ZJA4
FBgn0259973	B4ZJA5
FBgn0259974	E1JJ84
FBgn0259975	B4ZJA7
FBgn0259977	A1Z6N2
FBgn0259978	Q7K1T1
FBgn0259982	Q9VJP9
FBgn0259984	Q9VJW9
FBgn0259985	A0A0B4LF50
FBgn0259986	Q59E55
FBgn0259989	E1JHG3
FBgn0259990	E1JIZ7
FBgn0259991	E1JIX4
FBgn0259992	E1JIF0
FBgn0259994	E1JJE6
FBgn0259998	Q9W5U8
FBgn0260000	Q9W5U9
FBgn0260003	Q9VDW6
FBgn0260004	Q9VDD3
FBgn0260005	Q9VHY7
FBgn0260006	Q8IR42
FBgn0260007	E1JH37
FBgn0260008	A8Y535
FBgn0260011	Q9V392
FBgn0260012	A1Z8S6
FBgn0260026	E1JIB5
FBgn0260027	A2VER2
FBgn0260049	Q9VU68
FBgn0260222	E1JGR4
FBgn0260223	E1JGR3
FBgn0260224	E1JIY8
FBgn0260226	Q9VFM4
FBgn0260228	E1JHL4
FBgn0260229	P0C919
FBgn0260230	E1JIJ2
FBgn0260231	E1JIJ1
FBgn0260233	E1JI01
FBgn0260234	E1JIQ5
FBgn0260237	E1JIG6
FBgn0260238	E1JJL6
FBgn0260243	Q9VHJ3
FBgn0260386	A0A0C4DHF5
FBgn0260388	Q0E8E1
FBgn0260390	E1JH07
FBgn0260392	E1JGK8
FBgn0260393	F3YDE1
FBgn0260396	A8E795
FBgn0260397	Q9VW97
FBgn0260398	Q7JUY8
FBgn0260399	Q95TN8
FBgn0260400	P16914
FBgn0260401	A1ZB42
FBgn0260407	Q8IP62
FBgn0260428	Q6IDD5
FBgn0260429	E1JH75
FBgn0260430	E1JIC1
FBgn0260431	E1JI94
FBgn0260434	Q9VW36
FBgn0260436	E1JH38
FBgn0260439	P36179
FBgn0260440	Q8IMI5
FBgn0260442	Q9VSL8
FBgn0260444	Q9V3G6
FBgn0260446	Q9V3Q9
FBgn0260451	Q0E8T4
FBgn0260452	Q9VMF5
FBgn0260453	Q9VKP4
FBgn0260454	Q9VKP3
FBgn0260455	Q9W1M5
FBgn0260456	Q9W124
FBgn0260458	Q9GN97
FBgn0260459	Q9VU69
FBgn0260461	Q9VW08
FBgn0260462	Q9VN93
FBgn0260463	Q8INN6
FBgn0260464	Q9VFR1
FBgn0260466	Q9VDQ0
FBgn0260467	Q8SXS0
FBgn0260468	Q9VAA6
FBgn0260470	Q9VMV3
FBgn0260474	E1JH19
FBgn0260475	Q95R73
FBgn0260477	Q9W2G1
FBgn0260479	Q95TF4
FBgn0260480	Q8MRL6
FBgn0260481	Q8IPS7
FBgn0260482	Q8IR56
FBgn0260484	C4NYP8
FBgn0260486	M9PCG3
FBgn0260487	Q9VB40
FBgn0260499	B5A5T4
FBgn0260632	P15330
FBgn0260634	Q9VCH1
FBgn0260635	Q24306
FBgn0260639	P23257
FBgn0260642	P02833
FBgn0260643	E1JIB1
FBgn0260644	E1JIB0
FBgn0260645	E1JJ70
FBgn0260646	E1JI09
FBgn0260648	Q8IPX7
FBgn0260653	Q9VW34
FBgn0260655	Q9VW22
FBgn0260657	Q9VZA4
FBgn0260658	Q7KVX6
FBgn0260659	E1JIL1
FBgn0260660	M9ND55
FBgn0260713	E1JJ79
FBgn0260741	Q9VGG0
FBgn0260742	A8JQY2
FBgn0260743	Q9VGF7
FBgn0260744	Q9VGF5
FBgn0260745	Q86B94
FBgn0260746	Q9VGE7
FBgn0260747	Q9VX77
FBgn0260748	Q9VX80
FBgn0260749	Q9VL07
FBgn0260750	Q9VL10
FBgn0260753	Q9W4Y2
FBgn0260755	Q9W0M6
FBgn0260756	E1JHX0
FBgn0260758	E1JHJ7
FBgn0260759	Q9VAD5
FBgn0260760	Q0KHZ2
FBgn0260761	Q4V3Z6
FBgn0260762	E1JGT6
FBgn0260763	E1JH94
FBgn0260764	A1ZAX7
FBgn0260766	Q9VI17
FBgn0260767	Q9W219
FBgn0260768	A8DYM6
FBgn0260770	E1JGV4
FBgn0260771	Q9W362
FBgn0260775	P92029
FBgn0260776	D0IQA3
FBgn0260777	E1JI06
FBgn0260779	Q9VE09
FBgn0260780	Q9VYS4
FBgn0260789	Q9W363
FBgn0260793	A0A0B4KFU1
FBgn0260794	Q9VN58
FBgn0260795	Q9VTG0
FBgn0260798	P32865
FBgn0260799	Q7PLI0
FBgn0260812	A8JUS1
FBgn0260817	Q9VQM4
FBgn0260855	M9PGI6
FBgn0260856	Q9VRL2
FBgn0260857	Q9VVX6
FBgn0260858	Q9W3M8
FBgn0260859	Q9VSY8
FBgn0260860	Q9VA95
FBgn0260861	Q9VLI9
FBgn0260862	Q9W0N6
FBgn0260866	A0A0B4KFY0
FBgn0260867	E1JJ97
FBgn0260868	E1JJS0
FBgn0260869	Q6II41
FBgn0260870	Q6II39
FBgn0260871	E1JJR5
FBgn0260873	E1JJR7
FBgn0260874	A8JNV9
FBgn0260932	Q9V629
FBgn0260933	Q7KTZ4
FBgn0260934	A1ZBL9
FBgn0260935	Q9VHH2
FBgn0260936	Q9VRP5
FBgn0260938	Q9VXM5
FBgn0260940	Q9VD72
FBgn0260941	A2VEY9
FBgn0260942	Q9VCY7
FBgn0260943	Q9VVE5
FBgn0260944	Q02427
FBgn0260945	Q8MQJ7
FBgn0260953	Q7KT86
FBgn0260954	Q7KT85
FBgn0260955	E1JHI4
FBgn0260959	E1JH39
FBgn0260960	Q9VV87
FBgn0260962	Q9XYZ5
FBgn0260964	Q8IH57
FBgn0260965	Q9VU16
FBgn0260967	E1JI68
FBgn0260968	E1JI69
FBgn0260969	E1JJ15
FBgn0260970	Q9W3M3
FBgn0260971	E1JJG7
FBgn0260972	A1Z7Q8
FBgn0260985	P53034
FBgn0260986	A0A1Z1CH00
FBgn0260987	O96689
FBgn0260990	Q9VAH7
FBgn0260991	Q7JRJ9
FBgn0260995	A0A0C4DHN4
FBgn0260996	E1JHP6
FBgn0260997	D2A6L3
FBgn0261004	Q9VNE4
FBgn0261015	A0A0B4JDD0
FBgn0261016	A8DQW8
FBgn0261019	B7Z0L8
FBgn0261020	Q9VLQ1
FBgn0261041	A0A0B4K866
FBgn0261046	Q7KSE9
FBgn0261049	Q9VHB5
FBgn0261053	Q9VGW1
FBgn0261054	C4NAN9
FBgn0261055	Q6IHT7
FBgn0261057	C4NAP2
FBgn0261058	C4NAP3
FBgn0261059	M9PG65
FBgn0261060	E1JIS3
FBgn0261061	C4NAP6
FBgn0261064	Q9VLS5
FBgn0261065	Q9VE51
FBgn0261067	Q9W2K2
FBgn0261068	Q9VJI7
FBgn0261085	Q9VYE1
FBgn0261086	A0A0B4KF61
FBgn0261089	C0HDP4
FBgn0261090	Q9VUJ3
FBgn0261108	Q9VHR6
FBgn0261109	Q9VUR1
FBgn0261111	Q9VS33
FBgn0261112	Q9VTE9
FBgn0261113	Q9VE23
FBgn0261119	Q7KLW9
FBgn0261238	A0A0B4KGP1
FBgn0261239	Q05192
FBgn0261243	Q8IRH1
FBgn0261244	B7Z150
FBgn0261245	Q9VXD1
FBgn0261258	M9PFV8
FBgn0261260	A8JTM7
FBgn0261261	E1JJ52
FBgn0261262	A0A0B4K760
FBgn0261266	Q9VKD7
FBgn0261267	E1JH12
FBgn0261268	Q8IP45
FBgn0261269	A1Z9N6
FBgn0261270	O18373
FBgn0261274	Q9V3A6
FBgn0261276	A1Z9N0
FBgn0261277	Q9VZ21
FBgn0261278	O61661
FBgn0261279	Q8IN05
FBgn0261283	Q9VW37
FBgn0261284	Q9W3T7
FBgn0261285	E2QD26
FBgn0261286	Q8IH00
FBgn0261287	A0A0B4LHY0
FBgn0261289	Q9VAT5
FBgn0261290	Q2MGK0
FBgn0261291	Q4AB33
FBgn0261292	A1ZAG5
FBgn0261293	A1ZAG6
FBgn0261294	Q4ABJ6
FBgn0261341	E1JI40
FBgn0261349	E1JHL3
FBgn0261353	P0DKM0
FBgn0261356	E1JII1
FBgn0261357	E1JHK5
FBgn0261358	Q4V3Y0
FBgn0261360	A4V243
FBgn0261361	Q9VW35
FBgn0261363	Q9W1V6
FBgn0261373	Q7KVF6
FBgn0261380	Q9VGW9
FBgn0261381	Q9VTM5
FBgn0261383	Q9W485
FBgn0261385	Q9V4P1
FBgn0261386	A0A6I8WFJ4
FBgn0261387	Q7PLI7
FBgn0261393	A0A0B4K6V8
FBgn0261394	P18053
FBgn0261395	Q9VA12
FBgn0261396	P25161
FBgn0261397	A1Z6Z8
FBgn0261399	Q95V52
FBgn0261401	Q9VVL2
FBgn0261402	B7Z069
FBgn0261403	Q7KJA9
FBgn0261434	Q9VN10
FBgn0261436	Q9VMY9
FBgn0261437	Q7KTH8
FBgn0261439	Q94523
FBgn0261444	Q9W5A5
FBgn0261445	O02373
FBgn0261446	Q9W5H1
FBgn0261456	Q8T0S6
FBgn0261458	Q9VPX6
FBgn0261461	Q9VWL7
FBgn0261477	A1ZB86
FBgn0261479	Q9V9U4
FBgn0261501	A0A0B4JD70
FBgn0261502	A0A0B4JD69
FBgn0261506	M9MRW9
FBgn0261507	M9MSL9
FBgn0261508	C0PV67
FBgn0261509	A0A4D6K327
FBgn0261514	Q8IP58
FBgn0261523	A0A9F2H0X0
FBgn0261524	O62602
FBgn0261526	B7TB45
FBgn0261529	Q9VJT4
FBgn0261530	Q9VT40
FBgn0261531	M9MRQ3
FBgn0261532	Q9VEC5
FBgn0261534	Q9V3Y3
FBgn0261535	Q9V3P2
FBgn0261536	E0R7Q3
FBgn0261537	F0JAT1
FBgn0261538	A0A0B4JD61
FBgn0261545	F0JAQ8
FBgn0261547	Q9VVC6
FBgn0261549	Q09103
FBgn0261550	A0A0B4JCZ0
FBgn0261552	A0A0B4KGY6
FBgn0261553	X2JGK1
